run_id,cost,dmin,player_id,ego
50,965.4064719669916,0.9179093222355128,1,InferEQ
50,811.4427326767432,1.1238394187611507,2,InferEQ
50,909.2558299836801,0.9179093222355128,3,InferEQ
50,808.2443915980341,1.0579133508891232,4,InferEQ
50,876.2861397223267,1.1238394187611507,5,InferEQ
159,1083.6007324666452,0.7823381539046834,1,InferEQ
159,891.7135575788014,1.1039521255440572,2,InferEQ
159,962.0627362525094,0.7823381539046834,3,InferEQ
159,808.536933134349,1.1870848467360837,4,InferEQ
159,838.0532124447711,1.1039521255440572,5,InferEQ
22,956.1858743188313,0.9577067993766983,1,InferEQ
22,762.2749037561364,1.2292411964297891,2,InferEQ
22,812.4857393184678,1.1729057796841444,3,InferEQ
22,892.0636082338142,0.9577067993766983,4,InferEQ
22,857.5891165679639,1.2292411964297891,5,InferEQ
127,870.1748818993618,1.2333314093958008,1,InferEQ
127,850.1741260473838,1.0305540366503072,2,InferEQ
127,819.3703797321203,1.1492210140106642,3,InferEQ
127,750.3654421200013,1.2333314093958008,4,InferEQ
127,921.5335206611292,1.0305540366503072,5,InferEQ
1,1441.266468170731,0.35734053115014835,1,InferEQ
1,1099.273211565891,0.9671821469644976,2,InferEQ
1,1347.6907489831144,0.35734053115014835,3,InferEQ
1,972.9702819874801,0.9655693971785165,4,InferEQ
1,820.1551824066172,1.2654760159279184,5,InferEQ
64,830.8746841110174,1.2398036812916917,1,InferEQ
64,754.7288562868789,1.1852952430504828,2,InferEQ
64,733.8321581248031,1.2051671008535603,3,InferEQ
64,847.0259304238832,1.2537535383423568,4,InferEQ
64,744.4631092522225,1.1852952430504828,5,InferEQ
189,805.2335361735643,1.1093541534691156,1,InferEQ
189,793.5362615890989,1.103143520243303,2,InferEQ
189,711.1621007954598,1.2689388618263955,3,InferEQ
189,847.9988232198128,1.1093541534691156,4,InferEQ
189,832.8112667986057,1.103143520243303,5,InferEQ
78,834.6018983981085,1.1660209753752875,1,InferEQ
78,809.8486781967565,1.1890744527861012,2,InferEQ
78,779.7771016105614,1.1660209753752875,3,InferEQ
78,746.7984758059247,1.2339930005374105,4,InferEQ
78,775.2133968783389,1.1890744527861012,5,InferEQ
171,1045.0123965009966,0.9235315067418302,1,InferEQ
171,981.2029723464491,0.9022951157638519,2,InferEQ
171,994.7016700788048,0.7951345778705391,3,InferEQ
171,779.2645458038452,1.2373527627620962,4,InferEQ
171,1272.4254137205505,0.7951345778705391,5,InferEQ
85,716.4756842945687,1.265735163247392,1,InferEQ
85,793.8796729403981,1.1086328966728545,2,InferEQ
85,803.9660152728832,1.1108089853275893,3,InferEQ
85,831.867261279765,1.1086328966728545,4,InferEQ
85,850.8856129009855,1.1108089853275893,5,InferEQ
141,818.9173519348118,1.1510874277372292,1,InferEQ
141,751.634788380106,1.2293186893957517,2,InferEQ
141,918.8034023294939,1.0348713055104732,3,InferEQ
141,858.3382051983394,1.2293186893957517,4,InferEQ
141,845.0026661179689,1.0348713055104732,5,InferEQ
92,1174.3693580258996,0.9864488677368344,1,InferEQ
92,934.1718632023077,1.0255506749002068,2,InferEQ
92,877.0837935070185,1.2599418839179028,3,InferEQ
92,774.7514339373588,0.9864488677368344,4,InferEQ
92,936.6054785825144,1.068742461485751,5,InferEQ
134,843.5066161769295,1.1023565863684246,1,InferEQ
134,874.3659958943895,1.0499470930663857,2,InferEQ
134,888.8809396555868,1.0691774391211721,3,InferEQ
134,793.33421448632,1.2875633805675988,4,InferEQ
134,801.4710213304699,1.0499470930663857,5,InferEQ
8,778.7937474612055,1.0765580303290692,1,InferEQ
8,953.8215164674351,1.1825341270867324,2,InferEQ
8,870.5479591876216,1.0765580303290692,3,InferEQ
8,939.8334046139621,1.184171133938259,4,InferEQ
8,773.8220842873362,1.09654758579007,5,InferEQ
147,757.5518535348097,1.1352992574756933,1,InferEQ
147,852.018551670347,1.2531170449506994,2,InferEQ
147,727.2483449040733,1.222109314074792,3,InferEQ
147,750.272637715595,1.1352992574756933,4,InferEQ
147,848.8339655737973,1.2888281528756298,5,InferEQ
165,823.2835962345988,1.2335278573375883,1,InferEQ
165,744.228386837693,1.1813927174305987,2,InferEQ
165,848.1034763891362,1.2531351412146015,3,InferEQ
165,737.4283189998995,1.2061787171988325,4,InferEQ
165,753.2588575603229,1.1813927174305987,5,InferEQ
71,785.2603702664604,1.17763090156371,1,InferEQ
71,794.5639149769596,1.2678419839834245,2,InferEQ
