run_id,cost,dmin,player_id,ego
101,635.1649668338348,1.2708867181314483,1,InferEQOB
101,629.5225365054604,1.2708867181314483,2,InferEQOB
101,464.08856440286814,1.4034692893623786,3,InferEQOB
141,698.7346184063598,1.215091910303688,1,InferEQOB
141,720.5254606757996,1.2179485230574987,2,InferEQOB
141,728.9772835612874,1.215091910303688,3,InferEQOB
181,631.099331299227,1.291358733589359,1,InferEQOB
181,618.6780721201554,1.291358733589359,2,InferEQOB
181,464.7962004778475,1.4037922796918398,3,InferEQOB
81,621.1245372243685,1.2882807163379286,1,InferEQOB
81,464.6360709265193,1.40446151148926,2,InferEQOB
81,634.498384394269,1.2882807163379286,3,InferEQOB
1,632.0725291463665,1.2914225330184703,1,InferEQOB
1,618.7161284168209,1.2914225330184703,2,InferEQOB
1,465.1866536689042,1.402983188039201,3,InferEQOB
21,812.9729441494353,1.0110833822301404,1,InferEQOB
21,934.8598687737334,0.9592211849287305,2,InferEQOB
21,921.9411056868491,0.9592211849287305,3,InferEQOB
61,636.4291403024832,1.2866789658353304,1,InferEQOB
61,622.4009400695721,1.2866789658353304,2,InferEQOB
61,465.6632285448506,1.4006119696410633,3,InferEQOB
121,660.7239864547581,1.2833718226144528,1,InferEQOB
121,664.6587579128229,1.2833718226144528,2,InferEQOB
121,659.5944933464532,1.295059391750673,3,InferEQOB
41,643.7680800836042,1.2721519830306824,1,InferEQOB
41,650.2635527559185,1.2721519830306824,2,InferEQOB
41,491.8149400511005,1.3089040468007564,3,InferEQOB
161,731.3112910975744,1.1893486247492655,1,InferEQOB
161,709.7944235260322,1.1893486247492655,2,InferEQOB
161,722.8070001344718,1.219066229752763,3,InferEQOB
142,643.0988911396888,1.27577168886143,1,InferEQOB
142,647.9803834827702,1.27577168886143,2,InferEQOB
142,491.7132279125014,1.3114199349513396,3,InferEQOB
102,652.142122036133,1.2711278755587,1,InferEQOB
102,651.0495224133352,1.2711278755587,2,InferEQOB
102,491.79056110890116,1.3083642843340624,3,InferEQOB
2,643.5045745726371,1.2739651807935566,1,InferEQOB
2,648.5005312330643,1.2739651807935566,2,InferEQOB
2,491.7084224646314,1.3089260402459206,3,InferEQOB
122,578.9056272941857,1.4078252092129646,1,InferEQOB
122,451.67076559037093,1.4354307305148308,2,InferEQOB
122,463.3941347228024,1.4078252092129646,3,InferEQOB
82,723.834571441888,1.2148146964848368,1,InferEQOB
82,703.1827111943871,1.211329349814003,2,InferEQOB
82,730.5470455165703,1.211329349814003,3,InferEQOB
22,618.5051782854318,1.2904253253728046,1,InferEQOB
22,464.88498460533,1.4036978266985636,2,InferEQOB
22,631.6555771200708,1.2904253253728046,3,InferEQOB
162,637.7448094381759,1.2549247915485828,1,InferEQOB
162,637.7870505624579,1.2549247915485828,2,InferEQOB
162,462.93776483594826,1.4065786043365374,3,InferEQOB
42,632.620670218614,1.2892547485762171,1,InferEQOB
42,619.6316036811386,1.2892547485762171,2,InferEQOB
42,464.13695209132845,1.4049698756057558,3,InferEQOB
182,578.2593243395285,1.4063179774502785,1,InferEQOB
182,451.71408803505284,1.4353106006256253,2,InferEQOB
182,464.1853132261135,1.4063179774502785,3,InferEQOB
62,724.425728378161,1.2718550705357707,1,InferEQOB
62,460.81218594878015,1.3540716192184457,2,InferEQOB
62,605.5908731371173,1.2718550705357707,3,InferEQOB
103,723.3176049349463,1.2647977332022895,1,InferEQOB
103,462.23084225009814,1.344039464700115,2,InferEQOB
103,612.3260194524213,1.2647977332022895,3,InferEQOB
3,826.5793511575727,0.952155903049766,1,InferEQOB
3,849.7698485374739,0.952155903049766,2,InferEQOB
3,520.2052373928179,1.2867124160888432,3,InferEQOB
23,724.9797385136809,1.2634041254213422,1,InferEQOB
23,461.5700618851787,1.3490378637043163,2,InferEQOB
23,617.5166467494041,1.2634041254213422,3,InferEQOB
143,699.2930617599467,1.2122082551620956,1,InferEQOB
143,730.8763443982259,1.2122082551620956,2,InferEQOB
143,721.6041991587063,1.217489919413187,3,InferEQOB
163,580.2198020852347,1.4109786485673348,1,InferEQOB
163,451.45915497989233,1.4387473281008156,2,InferEQOB
163,462.40619870403384,1.4109786485673348,3,InferEQOB
43,578.3468353369793,1.4067546818896206,1,InferEQOB
43,451.5035476483947,1.4373532490002574,2,InferEQOB
43,464.05860853625194,1.4067546818896206,3,InferEQOB
83,643.0995613214253,1.2745120936316963,1,InferEQOB
83,648.1131986396454,1.2745120936316963,2,InferEQOB
83,491.6953734656414,1.309227996608921,3,InferEQOB
123,636.1049002812746,1.2707551686947027,1,InferEQOB
123,630.4031747884451,1.2707551686947027,2,InferEQOB
123,463.22797802564617,1.4063169796751696,3,InferEQOB
183,640.2468600685861,1.2628599631111572,1,InferEQOB
183,633.7745786935408,1.2628599631111572,2,InferEQOB
183,462.90140116830065,1.407356343859028,3,InferEQOB
63,580.767738993159,1.4066743944318123,1,InferEQOB
63,451.7954075538184,1.4329030757199908,2,InferEQOB
63,463.9009638307796,1.4066743944318123,3,InferEQOB
144,645.3889944434061,1.2705262178606809,1,InferEQOB
144,651.2796401107598,1.2705262178606809,2,InferEQOB
144,491.60350456154964,1.308322169453294,3,InferEQOB
104,657.2985948120928,1.303711981381425,1,InferEQOB
104,657.1926364710915,1.303711981381425,2,InferEQOB
104,656.2788421920131,1.3039254055974407,3,InferEQOB
4,578.63056551937,1.4066131088463867,1,InferEQOB
4,451.80994580836864,1.4330867597150347,2,InferEQOB
4,463.9112942610181,1.4066131088463867,3,InferEQOB
44,650.6114729510795,1.2697095930781779,1,InferEQOB
44,489.68550618538444,1.315505126047202,2,InferEQOB
44,648.9860005790578,1.2697095930781779,3,InferEQOB
84,699.6889430391369,1.2086509628762307,1,InferEQOB
84,732.2151312203316,1.2086509628762307,2,InferEQOB
84,718.8582746884928,1.2258276453717276,3,InferEQOB
24,578.0581981095972,1.406723809242429,1,InferEQOB
24,451.7427561422598,1.4342285551484244,2,InferEQOB
24,463.9020771351394,1.406723809242429,3,InferEQOB
164,637.6372716690069,1.250960180086884,1,InferEQOB
164,641.2078591037958,1.250960180086884,2,InferEQOB
164,463.5602626659148,1.4044417400352918,3,InferEQOB
64,655.4833264955149,1.3062987225726364,1,InferEQOB
64,655.8329173352924,1.3062987225726364,2,InferEQOB
64,655.3004686172087,1.3063933056409784,3,InferEQOB
124,648.0144952529533,1.2747603136005596,1,InferEQOB
124,491.8726212232089,1.3098913955408538,2,InferEQOB
124,643.840952227221,1.2747603136005596,3,InferEQOB
184,718.1849262780992,1.1061185162115654,1,InferEQOB
184,772.0318487790921,1.1061185162115654,2,InferEQOB
184,734.448292489023,1.2055021184234223,3,InferEQOB
145,584.2747562831694,1.4112808868673887,1,InferEQOB
145,450.72106846704105,1.4557273077089765,2,InferEQOB
145,462.762889714248,1.4112808868673887,3,InferEQOB
45,641.2562764261193,1.248156035393868,1,InferEQOB
