run_id,cost,dmin,player_id,ego
181,732.7374586103597,1.2282109154621224,1,InferEQOB
181,585.8136088744724,1.2282109154621224,2,InferEQOB
181,721.1368989636633,1.2320867945981566,3,InferEQOB
41,738.6344440619154,1.2018831410712174,1,InferEQOB
41,704.0047359332657,1.2018831410712174,2,InferEQOB
41,724.4823403360821,1.2204864388645436,3,InferEQOB
161,835.186101985644,1.1353222098556708,1,InferEQOB
161,794.9346870244179,1.1353222098556708,2,InferEQOB
161,594.6773065379778,1.1669425801886688,3,InferEQOB
121,928.8153286542581,1.1077442529799855,1,InferEQOB
121,797.1411289019446,1.1584585010015587,2,InferEQOB
121,603.3821675093199,1.1077442529799855,3,InferEQOB
141,845.2072169728172,1.1381360875132054,1,InferEQOB
141,595.8677121368795,1.1584122042868668,2,InferEQOB
141,795.8212710398233,1.1381360875132054,3,InferEQOB
21,725.5984282965185,1.2301005090865709,1,InferEQOB
21,585.6147531015929,1.2301005090865709,2,InferEQOB
21,723.9928102088418,1.2351593060584998,3,InferEQOB
61,877.9889439756308,1.125745821163782,1,InferEQOB
61,638.1054245440631,0.9434824225104863,2,InferEQOB
61,636.5251689098423,0.9434824225104863,3,InferEQOB
101,933.9616848971751,1.0434719604112848,1,InferEQOB
101,787.0788103947463,1.1541102569007509,2,InferEQOB
101,610.2384742483597,1.0434719604112848,3,InferEQOB
81,829.7947821537788,1.1285436309134314,1,InferEQOB
81,796.3210579897756,1.1285436309134314,2,InferEQOB
81,593.7174373839459,1.180000336280761,3,InferEQOB
1,1356.113662595383,0.8113986676771684,1,InferEQOB
1,680.5903350145701,0.8113986676771684,2,InferEQOB
1,626.0104556881647,0.9346158235138554,3,InferEQOB
122,780.4185327467796,1.1886557992725375,1,InferEQOB
122,589.5199922305007,1.1886557992725375,2,InferEQOB
122,724.551522703007,1.2323603182947758,3,InferEQOB
182,806.0700817886606,1.174397801768741,1,InferEQOB
182,721.2721591117548,1.2331938959242623,2,InferEQOB
182,590.8512283592894,1.174397801768741,3,InferEQOB
